Time (s),Real Altitude (m),Real Velocity (m/s),Real Acceleration (m/s^2),Analytical Altitude (m),Analytical Velocity (m/s),Analytical Acceleration (m/s^2),Explicit Euler Altitude (m),Explicit Euler Velocity (m/s),Explicit Euler Acceleration (m/s^2),RK4 Altitude (m),RK4 Velocity (m/s),RK4 Acceleration (m/s^2),,,,
1.252,65.27439358,75.81900345,-19.07145618,70.3681795,76.32182281,-23.26622487,74.0399885,75.49109199,-22.55776676,72.56410858,74.0625684,-21.89243403,,,,
1.253,65.34829539,75.80017064,-19.06557745,70.44448969,76.29856069,-23.25801778,74.11545704,75.46854193,-22.55005971,72.63817115,74.04107949,-21.88542178,,,,
1.254,65.42219721,75.78133782,-19.05969873,70.52077662,76.27530677,-23.24981609,74.19090304,75.44599958,-22.54235767,72.71221223,74.01959745,-21.87841381,,,,
1.255,65.49609903,75.762505,-19.05382,70.59704031,76.25206106,-23.24161978,74.2663265,75.42346492,-22.53466063,72.78623182,73.99812226,-21.8714101,,,,
1.256,65.56956958,75.74351182,-19.06035191,70.67328075,76.22882353,-23.23342886,74.34172744,75.40093795,-22.5269686,72.86022995,73.97665392,-21.86441066,,,,
1.257,65.64304012,75.72451864,-19.06688382,70.74949795,76.2055942,-23.22524332,74.41710586,75.37841867,-22.51928157,72.9342066,73.95519242,-21.85741547,,,,
1.258,65.71651067,75.70552545,-19.07341573,70.82569194,76.18237304,-23.21706316,74.49246177,75.35590707,-22.51159953,73.00816179,73.93373777,-21.85042455,,,,
1.259,65.78998121,75.68653227,-19.07994764,70.9018627,76.15916007,-23.20888837,74.56779517,75.33340314,-22.50392248,73.08209553,73.91228996,-21.84343789,,,,
1.26,65.86345176,75.66753909,-19.08647955,70.97801026,76.13595527,-23.20071895,74.64310608,75.31090689,-22.49625042,73.15600782,73.89084898,-21.83645547,,,,
1.261,65.9369223,75.64854591,-19.09301145,71.05413462,76.11275863,-23.19255489,74.7183945,75.28841831,-22.48858335,73.22989867,73.86941482,-21.82947731,,,,
1.262,66.01039285,75.62955273,-19.09954336,71.13023578,76.08957015,-23.18439619,74.79366043,75.26593739,-22.48092125,73.30376808,73.8479875,-21.82250339,,,,
1.263,66.08386339,75.61055955,-19.10607527,71.20631376,76.06638984,-23.17624285,74.8689039,75.24346413,-22.47326413,73.37761607,73.82656699,-21.81553371,,,,
1.264,66.15733394,75.59156636,-19.11260718,71.28236856,76.04321767,-23.16809485,74.9441249,75.22099851,-22.46561197,73.45144264,73.80515331,-21.80856827,,,,
1.265,66.23080448,75.57257318,-19.11913909,71.3584002,76.02005364,-23.1599522,75.01932344,75.19854055,-22.45796479,73.52524779,73.78374643,-21.80160707,,,,
1.266,66.30427503,75.55358,-19.125671,71.43440867,75.99689776,-23.15181489,75.09449953,75.17609023,-22.45032256,73.59903154,73.76234636,-21.7946501,,,,
1.267,66.37915539,75.53483909,-19.09497118,71.510394,75.97375001,-23.14368292,75.16965317,75.15364754,-22.44268529,73.67279388,73.7409531,-21.78769736,,,,
1.268,66.45403576,75.51609818,-19.06427136,71.58635618,75.95061039,-23.13555628,75.24478439,75.13121249,-22.43505298,73.74653484,73.71956664,-21.78074884,,,,
1.269,66.52891612,75.49735727,-19.03357155,71.66229522,75.9274789,-23.12743497,75.31989317,75.10878506,-22.42742562,73.8202544,73.69818697,-21.77380455,,,,
1.27,66.60379648,75.47861636,-19.00287173,71.73821114,75.90435552,-23.11931898,75.39497954,75.08636526,-22.4198032,73.89395259,73.67681409,-21.76686448,,,,
1.271,66.67867685,75.45987545,-18.97217191,71.81410393,75.88124026,-23.11120831,75.47004349,75.06395307,-22.41218572,73.9676294,73.655448,-21.75992862,,,,
1.272,66.75355721,75.44113455,-18.94147209,71.88997362,75.8581331,-23.10310295,75.54508504,75.0415485,-22.40457318,74.04128485,73.6340887,-21.75299697,,,,
1.273,66.82843758,75.42239364,-18.91077227,71.9658202,75.83503405,-23.0950029,75.62010419,75.01915153,-22.39696557,74.11491894,73.61273617,-21.74606954,,,,
1.274,66.90331794,75.40365273,-18.88007245,72.04164369,75.8119431,-23.08690816,75.69510095,74.99676217,-22.3893629,74.18853168,73.59139042,-21.73914631,,,,
1.275,66.9781983,75.38491182,-18.84937264,72.11744409,75.78886023,-23.07881871,75.77007533,74.97438041,-22.38176514,74.26212307,73.57005144,-21.73222728,,,,
1.276,67.05307867,75.36617091,-18.81867282,72.19322141,75.76578546,-23.07073457,75.84502734,74.95200623,-22.37417231,74.33569312,73.54871922,-21.72531245,,,,
1.277,67.12795903,75.34743,-18.787973,72.26897566,75.74271876,-23.06265571,75.91995698,74.92963965,-22.3665844,74.40924184,73.52739377,-21.71840182,,,,
1.278,67.20335358,75.32881818,-18.79385173,72.34470685,75.71966014,-23.05458214,75.99486426,74.90728065,-22.35900139,74.48276923,73.50607507,-21.71149539,,,,
1.279,67.27874812,75.31020636,-18.79973045,72.42041499,75.6966096,-23.04651386,76.06974919,74.88492922,-22.3514233,74.55627531,73.48476313,-21.70459314,,,,
1.28,67.35414267,75.29159455,-18.80560918,72.49610008,75.67356711,-23.03845085,76.14461177,74.86258537,-22.34385011,74.62976007,73.46345794,-21.69769508,,,,
1.281,67.42953721,75.27298273,-18.81148791,72.57176212,75.65053269,-23.03039312,76.21945202,74.84024909,-22.33628182,74.70322353,73.4421595,-21.6908012,,,,
1.282,67.50493176,75.25437091,-18.81736664,72.64740114,75.62750633,-23.02234066,76.29426994,74.81792037,-22.32871843,74.77666569,73.42086779,-21.6839115,,,,
1.283,67.5803263,75.23575909,-18.82324536,72.72301714,75.60448801,-23.01429346,76.36906554,74.79559921,-22.32115993,74.85008656,73.39958283,-21.67702598,,,,
1.284,67.65572085,75.21714727,-18.82912409,72.79861012,75.58147774,-23.00625152,76.44383883,74.77328561,-22.31360632,74.92348614,73.37830459,-21.67014463,,,,
1.285,67.73111539,75.19853545,-18.83500282,72.8741801,75.5584755,-22.99821484,76.51858981,74.75097955,-22.30605759,74.99686444,73.35703309,-21.66326745,,,,
1.286,67.80650994,75.17992364,-18.84088155,72.94972708,75.53548131,-22.99018341,76.59331849,74.72868104,-22.29851374,75.07022148,73.33576831,-21.65639444,,,,
1.287,67.88190448,75.16131182,-18.84676027,73.02525106,75.51249514,-22.98215723,76.66802488,74.70639006,-22.29097477,75.14355724,73.31451025,-21.6495256,,,,
1.288,67.95729903,75.1427,-18.852639,73.10075207,75.48951699,-22.97413629,76.74270899,74.68410662,-22.28344067,75.21687176,73.2932589,-21.64266091,,,,
1.289,68.03150312,75.12400455,-18.85917091,73.1762301,75.46654686,-22.9661206,76.81737082,74.66183071,-22.27591144,75.29016501,73.27201427,-21.63580038,,,,
1.29,68.10570721,75.10530909,-18.86570282,73.25168517,75.44358475,-22.95811013,76.89201038,74.63956232,-22.26838708,75.36343703,73.25077635,-21.62894401,,,,
1.291,68.1799113,75.08661364,-18.87223473,73.32711727,75.42063064,-22.9501049,76.96662768,74.61730146,-22.26086757,75.4366878,73.22954513,-21.62209179,,,,
1.292,68.25411539,75.06791818,-18.87876664,73.40252643,75.39768453,-22.94210489,77.04122273,74.5950481,-22.25335292,75.50991735,73.20832061,-21.61524371,,,,
1.293,68.32831948,75.04922273,-18.88529855,73.47791264,75.37474643,-22.9341101,77.11579553,74.57280226,-22.24584312,75.58312567,73.18710279,-21.60839978,,,,
1.294,68.40252358,75.03052727,-18.89183045,73.55327592,75.35181631,-22.92612053,77.19034609,74.55056392,-22.23833817,75.65631277,73.16589166,-21.60155999,,,,
1.295,68.47672767,75.01183182,-18.89836236,73.62861628,75.32889418,-22.91813617,77.26487443,74.52833308,-22.23083806,75.72947866,73.14468722,-21.59472434,,,,
1.296,68.55093176,74.99313636,-18.90489427,73.70393372,75.30598004,-22.91015702,77.33938054,74.50610974,-22.2233428,75.80262335,73.12348946,-21.58789282,,,,
1.297,68.62513585,74.97444091,-18.91142618,73.77922824,75.28307387,-22.90218307,77.41386443,74.48389389,-22.21585236,75.87574684,73.10229838,-21.58106544,,,,
1.298,68.69933994,74.95574545,-18.91795809,73.85449987,75.26017567,-22.89421433,77.48832612,74.46168552,-22.20836677,75.94884914,73.08111397,-21.57424218,,,,
1.299,68.77354403,74.93705,-18.92449,73.9297486,75.23728544,-22.88625077,77.5627656,74.43948464,-22.20088599,76.02193025,73.05993624,-21.56742305,,,,
1.3,68.84669085,74.91845509,-18.921224,74.00497444,75.21440317,-22.87829241,77.63718289,74.41729123,-22.19341005,76.09499019,73.03876517,-21.56060804,,,,
1.301,68.91983767,74.89986018,-18.917958,74.08017741,75.19152885,-22.87033924,77.711578,74.39510529,-22.18593892,76.16802896,73.01760077,-21.55379716,,,,
1.302,68.99298448,74.88126527,-18.914692,74.1553575,75.16866249,-22.86239125,77.78595092,74.37292681,-22.17847261,76.24104656,72.99644303,-21.54699038,,,,
1.303,69.0661313,74.86267036,-18.911426,74.23051473,75.14580407,-22.85444843,77.86030168,74.3507558,-22.17101111,76.314043,72.97529194,-21.54018772,,,,
1.304,69.13927812,74.84407545,-18.90816,74.30564911,75.12295359,-22.84651079,77.93463027,74.32859225,-22.16355442,76.38701829,72.9541475,-21.53338917,,,,
1.305,69.21242494,74.82548055,-18.904894,74.38076064,75.10011104,-22.83857832,78.00893671,74.30643615,-22.15610253,76.45997244,72.93300971,-21.52659473,,,,
1.306,69.28557176,74.80688564,-18.901628,74.45584934,75.07727643,-22.83065101,78.083221,74.28428749,-22.14865544,76.53290545,72.91187856,-21.51980438,,,,
1.307,69.35871858,74.78829073,-18.898362,74.5309152,75.05444974,-22.82272887,78.15748314,74.26214628,-22.14121315,76.60581733,72.89075404,-21.51301814,,,,
1.308,69.43186539,74.76969582,-18.895096,74.60595824,75.03163097,-22.81481188,78.23172315,74.2400125,-22.13377565,76.67870808,72.86963617,-21.506236,,,,
1.309,69.50501221,74.75110091,-18.89183,74.68097846,75.00882012,-22.80690004,78.30594104,74.21788616,-22.12634294,76.75157772,72.84852492,-21.49945795,,,,
1.31,69.57815903,74.732506,-18.888564,74.75597588,74.98601717,-22.79899335,78.38013681,74.19576724,-22.11891501,76.82442624,72.8274203,-21.49268399,,,,
1.311,69.64879576,74.71402182,-18.87027482,74.8309505,74.96322213,-22.7910918,78.45431046,74.17365575,-22.11149187,76.89725366,72.8063223,-21.48591411,,,,
1.312,69.71943248,74.69553764,-18.85198564,74.90590233,74.94043498,-22.7831954,78.52846202,74.15155168,-22.1040735,76.97005998,72.78523092,-21.47914832,,,,
1.313,69.79006921,74.67705345,-18.83369645,74.98083137,74.91765573,-22.77530412,78.60259147,74.12945502,-22.0966599,77.04284522,72.76414616,-21.47238661,,,,
1.314,69.86070594,74.65856927,-18.81540727,75.05573764,74.89488437,-22.76741798,78.67669884,74.10736577,-22.08925107,77.11560936,72.743068,-21.46562898,,,,
1.315,69.93134267,74.64008509,-18.79711809,75.13062114,74.8721209,-22.75953697,78.75078412,74.08528392,-22.08184701,77.18835243,72.72199645,-21.45887543,,,,
1.316,70.00197939,74.62160091,-18.77882891,75.20548189,74.8493653,-22.75166107,78.82484733,74.06320947,-22.0744477,77.26107443,72.70093151,-21.45212595,,,,
1.317,70.07261612,74.60311673,-18.76053973,75.28031988,74.82661757,-22.7437903,78.89888847,74.04114242,-22.06705316,77.33377536,72.67987316,-21.44538053,,,,
1.318,70.14325285,74.58463255,-18.74225055,75.35513512,74.80387772,-22.73592464,78.97290756,74.01908276,-22.05966336,77.40645523,72.6588214,-21.43863918,,,,
1.319,70.21388958,74.56614836,-18.72396136,75.42992763,74.78114572,-22.72806408,79.04690459,73.99703048,-22.05227832,77.47911405,72.63777623,-21.43190189,,,,
1.32,70.2845263,74.54766418,-18.70567218,75.50469742,74.75842159,-22.72020864,79.12087957,73.97498558,-22.04489802,77.55175183,72.61673765,-21.42516866,,,,
1.321,70.35516303,74.52918,-18.687383,75.57944448,74.7357053,-22.71235829,79.19483252,73.95294806,-22.03752246,77.62436857,72.59570566,-21.41843949,,,,
1.322,70.42559358,74.51076636,-18.68477027,75.65416883,74.71299687,-22.70451304,79.26876344,73.93091791,-22.03015163,77.69696427,72.57468023,-21.41171437,,,,
1.323,70.49602412,74.49235273,-18.68215755,75.72887048,74.69029628,-22.69667288,79.34267233,73.90889512,-22.02278554,77.76953895,72.55366139,-21.4049933,,,,
1.324,70.56645467,74.47393909,-18.67954482,75.80354943,74.66760352,-22.68883781,79.41655921,73.8868797,-22.01542419,77.84209261,72.53264911,-21.39827628,,,,
1.325,70.63688521,74.45552545,-18.67693209,75.87820569,74.6449186,-22.68100783,79.49042408,73.86487163,-22.00806755,77.91462526,72.5116434,-21.3915633,,,,
1.326,70.70731576,74.43711182,-18.67431936,75.95283927,74.6222415,-22.67318292,79.56426695,73.84287091,-22.00071564,77.98713691,72.49064425,-21.38485436,,,,
1.327,70.7777463,74.41869818,-18.67170664,76.02745017,74.59957223,-22.66536309,79.63808783,73.82087754,-21.99336844,78.05962755,72.46965166,-21.37814946,,,,
1.328,70.84817685,74.40028455,-18.66909391,76.10203841,74.57691078,-22.65754833,79.71188672,73.79889152,-21.98602596,78.1320972,72.44866562,-21.37144859,,,,
1.329,70.91860739,74.38187091,-18.66648118,76.176604,74.55425713,-22.64973864,79.78566364,73.77691283,-21.97868819,78.20454587,72.42768613,-21.36475175,,,,
1.33,70.98903794,74.36345727,-18.66386845,76.25114693,74.5316113,-22.64193401,79.85941858,73.75494147,-21.97135513,78.27697355,72.40671318,-21.35805894,,,,
1.331,71.05946848,74.34504364,-18.66125573,76.32566722,74.50897326,-22.63413444,79.93315156,73.73297745,-21.96402677,78.34938027,72.38574678,-21.35137016,,,,
1.332,71.12989903,74.32663,-18.658643,76.40016488,74.48634303,-22.62633993,80.00686258,73.71102074,-21.9567031,78.42176601,72.36478692,-21.3446854,,,,
1.333,71.2030263,74.30821545,-18.65341745,76.47463991,74.46372058,-22.61855046,80.08055165,73.68907136,-21.94938413,78.4941308,72.34383359,-21.33800466,,,,
1.334,71.27615358,74.28980091,-18.64819191,76.54909232,74.44110592,-22.61076604,80.15421878,73.66712929,-21.94206985,78.56647463,72.32288679,-21.33132793,,,,
1.335,71.34928085,74.27138636,-18.64296636,76.62352212,74.41849905,-22.60298666,80.22786397,73.64519453,-21.93476026,78.63879752,72.30194651,-21.32465521,,,,
1.336,71.42240812,74.25297182,-18.63774082,76.69792932,74.39589995,-22.59521232,80.30148724,73.62326708,-21.92745535,78.71109947,72.28101276,-21.31798651,,,,
1.337,71.49553539,74.23455727,-18.63251527,76.77231393,74.37330862,-22.58744302,80.37508859,73.60134692,-21.92015512,78.78338048,72.26008552,-21.31132181,,,,
1.338,71.56866267,74.21614273,-18.62728973,76.84667594,74.35072506,-22.57967874,80.44866802,73.57943406,-21.91285957,78.85564057,72.2391648,-21.30466111,,,,
1.339,71.64178994,74.19772818,-18.62206418,76.92101538,74.32814926,-22.57191949,80.52222555,73.55752849,-21.90556869,78.92787973,72.21825058,-21.29800442,,,,
1.34,71.71491721,74.17931364,-18.61683864,76.99533224,74.30558122,-22.56416526,80.59576118,73.53563021,-21.89828247,79.00009798,72.19734288,-21.29135172,,,,
1.341,71.78804448,74.16089909,-18.61161309,77.06962655,74.28302093,-22.55641605,80.66927492,73.51373921,-21.89100092,79.07229532,72.17644167,-21.28470302,,,,
1.342,71.86117176,74.14248455,-18.60638755,77.14389829,74.26046839,-22.54867185,80.74276677,73.49185548,-21.88372403,79.14447177,72.15554696,-21.27805831,,,,
1.343,71.93429903,74.12407,-18.601162,77.21814748,74.23792358,-22.54093265,80.81623675,73.46997903,-21.87645179,79.21662731,72.13465875,-21.27141758,,,,
1.344,72.00534903,74.10569182,-18.59528327,77.29237414,74.21538652,-22.53319847,80.88968486,73.44810985,-21.86918421,79.28876197,72.11377703,-21.26478084,,,,
1.345,72.07639903,74.08731364,-18.58940455,77.36657826,74.19285719,-22.52546928,80.96311111,73.42624793,-21.86192128,79.36087575,72.09290179,-21.25814809,,,,
1.346,72.14744903,74.06893545,-18.58352582,77.44075986,74.17033558,-22.51774509,81.0365155,73.40439326,-21.85466299,79.43296865,72.07203303,-21.25151931,,,,
1.347,72.21849903,74.05055727,-18.57764709,77.51491893,74.14782169,-22.51002589,81.10989805,73.38254585,-21.84740934,79.50504068,72.05117075,-21.2448945,,,,
1.348,72.28954903,74.03217909,-18.57176836,77.5890555,74.12531553,-22.50231168,81.18325875,73.36070569,-21.84016033,79.57709185,72.03031495,-21.23827367,,,,
1.349,72.36059903,74.01380091,-18.56588964,77.66316957,74.10281707,-22.49460245,81.25659763,73.33887278,-21.83291595,79.64912217,72.00946562,-21.23165682,,,,
1.35,72.43164903,73.99542273,-18.56001091,77.73726114,74.08032632,-22.48689821,81.32991467,73.3170471,-21.8256762,79.72113163,71.98862275,-21.22504392,,,,
1.351,72.50269903,73.97704455,-18.55413218,77.81133022,74.05784327,-22.47919894,81.4032099,73.29522866,-21.81844108,79.79312026,71.96778634,-21.21843499,,,,
1.352,72.57374903,73.95866636,-18.54825345,77.88537683,74.03536792,-22.47150464,81.47648332,73.27341745,-21.81121058,79.86508804,71.94695639,-21.21183002,,,,
1.353,72.64479903,73.94028818,-18.54237473,77.95940096,74.01290026,-22.46381531,81.54973493,73.25161347,-21.8039847,79.937035,71.9261329,-21.20522901,,,,
1.354,72.71584903,73.92191,-18.536496,78.03340263,73.99044029,-22.45613094,81.62296475,73.2298167,-21.79676343,80.00896113,71.90531586,-21.19863196,,,,
1.355,72.78932994,73.90359455,-18.54172155,78.10738184,73.967988,-22.44845153,81.69617278,73.20802716,-21.78954678,80.08086645,71.88450526,-21.19203885,,,,
1.356,72.86281085,73.88527909,-18.54694709,78.18133861,73.94554338,-22.44077708,81.76935902,73.18624482,-21.78233473,80.15275095,71.86370111,-21.1854497,,,,
1.357,72.93629176,73.86696364,-18.55217264,78.25527293,73.92310644,-22.43310757,81.84252349,73.16446969,-21.77512728,80.22461465,71.84290339,-21.17886449,,,,
1.358,73.00977267,73.84864818,-18.55739818,78.32918482,73.90067717,-22.42544302,81.91566619,73.14270177,-21.76792444,80.29645756,71.82211211,-21.17228322,,,,
1.359,73.08325358,73.83033273,-18.56262373,78.40307429,73.87825555,-22.4177834,81.98878713,73.12094104,-21.76072618,80.36827967,71.80132727,-21.16570589,,,,
1.36,73.15673448,73.81201727,-18.56784927,78.47694134,73.8558416,-22.41012873,82.06188632,73.09918751,-21.75353253,80.440081,71.78054884,-21.1591325,,,,
1.361,73.23021539,73.79370182,-18.57307482,78.55078598,73.83343529,-22.40247899,82.13496376,73.07744117,-21.74634345,80.51186155,71.75977684,-21.15256304,,,,
1.362,73.3036963,73.77538636,-18.57830036,78.62460821,73.81103664,-22.39483418,82.20801947,73.05570201,-21.73915897,80.58362132,71.73901126,-21.14599752,,,,
1.363,73.37717721,73.75707091,-18.58352591,78.69840805,73.78864562,-22.3871943,82.28105344,73.03397003,-21.73197906,80.65536033,71.7182521,-21.13943592,,,,
1.364,73.45065812,73.73875545,-18.58875145,78.77218551,73.76626225,-22.37955934,82.35406568,73.01224523,-21.72480373,80.72707859,71.69749934,-21.13287824,,,,
1.365,73.52413903,73.72044,-18.593977,78.84594058,73.7438865,-22.3719293,82.42705621,72.99052759,-21.71763298,80.79877609,71.676753,-21.12632449,,,,
1.366,73.59798812,73.70203818,-18.57895364,78.91967328,73.72151839,-22.36430418,82.50002503,72.96881713,-21.71046679,80.87045284,71.65601305,-21.11977465,,,,
1.367,73.67183721,73.68363636,-18.56393027,78.99338362,73.69915789,-22.35668396,82.57297214,72.94711382,-21.70330517,80.94210885,71.63527951,-21.11322873,,,,
1.368,73.7456863,73.66523455,-18.54890691,79.0670716,73.67680502,-22.34906866,82.64589756,72.92541767,-21.69614812,81.01374413,71.61455236,-21.10668673,,,,
1.369,73.81953539,73.64683273,-18.53388355,79.14073723,73.65445975,-22.34145825,82.71880129,72.90372868,-21.68899562,81.08535868,71.59383161,-21.10014863,,,,
1.37,73.89338448,73.62843091,-18.51886018,79.21438052,73.6321221,-22.33385274,82.79168333,72.88204683,-21.68184767,81.15695252,71.57311724,-21.09361444,,,,
1.371,73.96723358,73.61002909,-18.50383682,79.28800148,73.60979205,-22.32625213,82.8645437,72.86037212,-21.67470428,81.22852563,71.55240925,-21.08708416,,,,
